New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Tue Aug 29 11:02:42 2023
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_Set1	Total_Set2	Total_Set3	Unique_Set1	Unique_Set2	Unique_Set3	Corrected_Set1	Corrected_Set2	Corrected_Set3	PSMs_Used_Set1	TotInt_126C_Set1	TotInt_127N_Set1	TotInt_127C_Set1	TotInt_128N_Set1	TotInt_128C_Set1	TotInt_129N_Set1	TotInt_129C_Set1	TotInt_130N_Set1	TotInt_130C_Set1	TotInt_131N_Set1	TotInt_131C_Set1	PSMs_Used_Set2	TotInt_126C_Set2	TotInt_127N_Set2	TotInt_127C_Set2	TotInt_128N_Set2	TotInt_128C_Set2	TotInt_129N_Set2	TotInt_129C_Set2	TotInt_130N_Set2	TotInt_130C_Set2	TotInt_131N_Set2	TotInt_131C_Set2	PSMs_Used_Set3	TotInt_126C_Set3	TotInt_127N_Set3	TotInt_127C_Set3	TotInt_128N_Set3	TotInt_128C_Set3	TotInt_129N_Set3	TotInt_129C_Set3	TotInt_130N_Set3	TotInt_130C_Set3	TotInt_131N_Set3	TotInt_131C_Set3
1726	1	sp|Q08879|FBLN1_MOUSE	 	 	 	 	21.4	705	78032	Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2	16	16	1.000	8	6	2	8	6	2	8.000	6.000	2.000	8	226680.205078	159643.89673	71746.335694	56357.138917000004	33352.613403	30729.377198000002	21806.059082	150.0	150.0	150.0	150.0	6	191402.011719	158320.818848	121094.33496	54914.658203	45444.163575000006	38532.899169000004	21489.008911999998	150.0	150.0	150.0	150.0	2	14453.769531	13013.628906	9424.546875	8373.803711	4888.915039	3791.717529	3916.330811	150.0	150.0	150.0	150.0
1727	1	sp|Q08943|SSRP1_MOUSE	 	 	 	 	33.3	708	80859	FACT complex subunit SSRP1 OS=Mus musculus OX=10090 GN=Ssrp1 PE=1 SV=2	55	55	1.000	25	17	13	25	17	13	25.000	17.000	13.000	25	5338077.249021001	3079960.8115209998	2135602.613162	1258102.862795	769057.1047350001	445409.92382800014	757049.284059	12569.761109	19199.038696000003	150.0	150.0	17	2618626.4760740004	1900849.3437490002	1428974.4990239998	454897.8359970001	452376.483886	443572.609374	338966.72173899994	39103.336670000004	19970.166504	13578.473510999998	150.0	13	1327631.474608	716326.0441890002	730897.223146	341036.41894400003	199817.59387200003	102832.04406799999	206348.74768100004	150.0	3448.880127	150.0	150.0
1728	1	sp|Q09143|CTR1_MOUSE	 	 	 	 	12.7	622	67091	High affinity cationic amino acid transporter 1 OS=Mus musculus OX=10090 GN=Slc7a1 PE=1 SV=1	10	10	1.000	3	4	3	3	4	3	3.000	4.000	3.000	3	83023.486328	152118.826172	72589.950684	66150.039063	45480.040039	32428.884278	66515.74414	1291.7323	2894.0078120000003	150.0	150.0	4	17230.326172	12817.193604	51114.347657000006	11643.039306	19526.267578	12190.29248	20243.296875	150.0	150.0	150.0	150.0	3	28499.522461	19377.356201000002	14687.73407	15370.855956999998	13968.077881	10052.103149	17715.672120000003	150.0	150.0	150.0	150.0
1729	1	sp|Q09PK2|APRV1_MOUSE	 	 	 	 	22.7	339	37174	Retroviral-like aspartic protease 1 OS=Mus musculus OX=10090 GN=Asprv1 PE=1 SV=1	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	10245.835938	35136.859375	11193.78125	16416.0	10337.515625	350940.28125	5655.123047	20265.367188	150.0	150.0	150.0	1	4221.484863000001	3609.2441409999997	1476.284424	3458.349121	7708.384765999999	17966.9375	3782.446533	150.0	150.0	150.0	150.0
1730	1	sp|Q09XV5|CHD8_MOUSE	 	 	sp|A2AJK6|CHD7_MOUSE, sp|Q09XV5|CHD8_MOUSE	 	2.0	2582	290844	Chromodomain-helicase-DNA-binding protein 8 OS=Mus musculus OX=10090 GN=Chd8 PE=1 SV=1	6	4	0.667	4	1	1	2	1	1	2.364	1.000	1.000	2	9346.539062	4778.990113	2659.78949	2713.258118	2249.834473	2584.704102	2355.898316	150.0	150.0	150.0	150.0	1	14292.524413999998	5085.591797	4755.025390999999	2294.188965	746.855591	1522.874146	2009.591309	150.0	150.0	150.0	150.0	1	5382.512695	5303.661621	2236.388672	1554.8869630000002	2853.3432620000003	1327.3984380000002	2681.5390620000003	150.0	150.0	150.0	150.0
1731	1	sp|Q0GNC1|INF2_MOUSE	 	 	sp|Q0GNC1|INF2_MOUSE, sp|Q8BH79|ANO10_MOUSE	 	10.9	1273	138559	Inverted formin-2 OS=Mus musculus OX=10090 GN=Inf2 PE=1 SV=1	15	11	0.733	6	4	5	5	4	2	5.500	4.000	3.500	5	55495.519898	78482.319092	45325.27832100001	53835.29846299999	41102.991455999996	53918.711914	44754.56738300001	150.0	2000.437622	150.0	150.0	4	21221.312866	21752.140137	36032.119873	21538.159180000002	25608.101563	23086.094483	22258.039062	150.0	150.0	150.0	150.0	2	29525.773926	31327.933594000002	24913.932617	19317.669922	11991.179199	8933.957031000002	13369.163086	150.0	150.0	150.0	150.0
1732	1	sp|Q0HA38|TT21B_MOUSE	 	 	 	 	6.3	1315	150793	Tetratricopeptide repeat protein 21B OS=Mus musculus OX=10090 GN=Ttc21b PE=1 SV=1	6	6	1.000	4	2	0	4	2	0	4.000	2.000	0.000	4	73572.250976	84054.591308	43023.063965	38149.710938	28962.963379	30302.771484	40107.051758	150.0	150.0	150.0	150.0	2	8601.385742	2962.412354	7142.23877	2060.516357	3869.337402	2952.3442379999997	2028.35144	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1733	1	sp|Q0KL01|UBX2B_MOUSE	 	 	 	 	14.2	331	37443	UBX domain-containing protein 2B OS=Mus musculus OX=10090 GN=Ubxn2b PE=1 SV=2	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000	2	15198.46875	10285.356446	7386.9498300000005	5019.78955	5111.023743	3101.711914	7593.243408	150.0	150.0	150.0	150.0	2	26931.681640000003	18921.86084	20460.775391	8597.667968	10201.245117	11725.166992	14020.401368	150.0	150.0	150.0	150.0	1	1814.9305420000003	2370.62085	1358.365601	150.0	150.0	150.0	2356.366211	150.0	150.0	150.0	150.0
1734	1	sp|Q0KL02|TRIO_MOUSE	 	 	 	 	4.0	3102	347857	Triple functional domain protein OS=Mus musculus OX=10090 GN=Trio PE=1 SV=3	8	8	1.000	0	6	2	0	6	2	0.000	6.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	162543.16894600002	103659.284668	135932.306397	68164.064454	86541.37207000001	97222.923828	69928.045898	3692.063233	2726.073914	150.0	150.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1735	1	sp|Q0P5W1|VPS8_MOUSE	 	 	 	 	7.1	1427	161144	Vacuolar protein sorting-associated protein 8 homolog OS=Mus musculus OX=10090 GN=Vps8 PE=1 SV=1	13	13	1.000	5	4	4	5	4	4	5.000	4.000	4.000	5	81691.803711	92917.610351	50037.597168	50519.379394999996	38187.660156	34473.268067	49725.598145	150.0	150.0	150.0	150.0	4	23122.785156	20794.324219	39701.117188	24502.4375	38389.261719	27909.289062	30720.001952999995	1989.657959	2466.557861	150.0	150.0	4	48129.892578	34290.200196	33769.701172	28714.292969000002	28134.65625	20996.68457	32886.374023	150.0	150.0	150.0	150.0
1736	1	sp|Q0P678|ZCH18_MOUSE	 	 	 	 	21.9	948	105693	Zinc finger CCCH domain-containing protein 18 OS=Mus musculus OX=10090 GN=Zc3h18 PE=1 SV=1	37	37	1.000	11	14	12	11	14	12	11.000	14.000	12.000	11	677223.003906	439221.562989	302001.225099	238386.86694600002	168726.57885800002	138898.570557	194349.183837	4404.518066	5855.536865	150.0	150.0	14	943197.2958980001	636199.0759279999	553117.79767	204893.05883800003	221561.92773399997	240309.145752	190588.56146300002	6981.590333	150.0	150.0	150.0	12	124269.084961	85013.995361	72209.03710900001	39145.96643	25509.707337	16318.221558000001	29247.284423999998	150.0	150.0	150.0	150.0
1737	1	sp|Q0VBL3|RBM15_MOUSE	 	 	sp|Q0VBL3|RBM15_MOUSE, sp|Q6PHZ5|RB15B_MOUSE	 	21.7	962	105720	RNA-binding protein 15 OS=Mus musculus OX=10090 GN=Rbm15 PE=1 SV=1	20	18	0.900	11	7	2	10	6	2	10.909	6.857	2.000	10	155167.608338	94783.180177	62243.07702700001	45974.328127	27350.835204	18431.568359000004	32487.156127000002	150.0	150.0	150.0	150.0	6	237859.015625	122445.08691400001	142126.71679700003	44595.151367	79782.45165999999	82838.531739	52150.353516	2382.616699	150.0	150.0	150.0	2	51022.273438	31874.686035	19056.628907	12494.702149	18453.90979	8919.829956	17419.705078	150.0	150.0	150.0	150.0
1738	1	sp|Q0VE82|CPNE7_MOUSE	 	 	 	 	15.8	557	61890	Copine-7 OS=Mus musculus OX=10090 GN=Cpne7 PE=1 SV=1	6	6	1.000	6	0	0	6	0	0	6.000	0.000	0.000	6	348923.995605	209602.79248	160235.402588	140284.712404	74490.516358	68938.506836	94038.182616	150.0	1507.77771	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1739	1	sp|Q0VGB7|PP4R2_MOUSE	 	 	 	 	30.7	417	46478	Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Mus musculus OX=10090 GN=Ppp4r2 PE=1 SV=1	12	12	1.000	6	4	2	6	4	2	6.000	4.000	2.000	6	542264.6455079999	317645.295409	211596.564453	151602.338623	103152.35937399999	76172.439575	119347.49829100001	710.867432	4358.634522	150.0	150.0	4	305696.104492	174287.04126	170138.310791	64716.936401	77296.264404	69929.006836	54398.702149000004	1226.9001460000002	1423.211548	150.0	150.0	2	160841.132813	52987.730469	53128.134764999995	31018.263672	33321.128906	22186.631836	34232.963867	804.213318	1440.430176	150.0	150.0
1740	1	sp|Q11011|PSA_MOUSE	 	 	 	 	60.5	920	103324	Puromycin-sensitive aminopeptidase OS=Mus musculus OX=10090 GN=Npepps PE=1 SV=2	144	144	1.000	68	38	38	68	38	38	68.000	38.000	38.000	68	9685887.978513002	10176215.679688	6906497.155398003	6092774.150877998	4800278.917606	4628731.318475999	5536932.945432997	223113.83203100006	192504.06585800007	150.0	150.0	38	4309916.620116998	3961281.2514640004	5700649.624026	3124284.853514999	4006146.6215840005	3633868.370603999	3316252.791018	226608.471008	177023.95050099998	37836.981995	150.0	38	3459026.258788	2172628.7331539993	1707936.0976530004	1344990.9781499999	1771775.4914560004	1492138.3411859996	1696600.9252920004	58678.824401000005	59796.96380499999	150.0	150.0
1741	1	sp|Q11136|PEPD_MOUSE	 	 	 	 	46.2	493	55028	Xaa-Pro dipeptidase OS=Mus musculus OX=10090 GN=Pepd PE=1 SV=3	86	86	1.000	42	22	22	42	22	22	42.000	22.000	22.000	42	6396703.229982	5215032.432615998	3484178.38989	3143319.9311499996	2361585.1958030006	2356561.846436	3427234.394529	77857.291626	93531.06219299999	150.0	150.0	22	4621479.656249	3043885.454833	5241497.673829	2312231.4462869996	2762241.88745	2019822.4218719997	3385646.414063	97682.58154399999	119254.29986500001	150.0	150.0	22	2950219.8286139998	1796448.612307	1543919.3605950002	1281396.704346	1685899.7978500002	1284261.8261740003	1854458.0610369998	63273.323242	69692.241089	150.0	150.0
1742	1	sp|Q148V7|RELCH_MOUSE	 	 	 	 	16.6	1216	134585	RAB11-binding protein RELCH OS=Mus musculus OX=10090 GN=Relch PE=1 SV=1	27	27	1.000	12	8	7	12	8	7	12.000	8.000	7.000	12	243982.208008	240118.269775	155452.628174	163143.17712500002	128952.35144100002	111449.597779	167733.51782200002	3000.639771	3152.8989260000003	150.0	150.0	8	233886.646729	157829.63623099998	270598.855469	139624.710448	173049.890625	172186.900877	156277.522949	8582.027832	7468.456543	150.0	150.0	7	108560.933594	51032.685303000006	41660.34253	35444.866882	43739.002685	30109.162109999997	48187.420898	1455.492554	1957.8489989999998	150.0	150.0
1743	1	sp|Q149F3|ERF3B_MOUSE	 	 	sp|Q149F3|ERF3B_MOUSE, sp|Q8R050|ERF3A_MOUSE	 	35.1	632	69146	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Mus musculus OX=10090 GN=Gspt2 PE=1 SV=1	96	12	0.125	39	28	29	6	3	3	12.000	6.571	6.391	6	372143.34472700005	244391.88378899998	170183.921387	129785.82177800001	101704.143066	81506.040039	144266.19677799998	3412.4833980000003	8662.794189	150.0	1463.605835	3	109654.708007	201596.43066399998	121140.130371	137328.243652	118655.573242	108673.54541	136945.223144	8243.223145	5990.136109	150.0	150.0	3	10473.074707	57843.89795	46471.467529	43814.776855000004	17866.075256999997	11890.084961	14931.372069999998	150.0	150.0	150.0	150.0
1744	1	sp|Q14AX6|CDK12_MOUSE	 	 	sp|P11440|CDK1_MOUSE, sp|P21803|FGFR2_MOUSE, sp|P25911|LYN_MOUSE, sp|P30285|CDK4_MOUSE, sp|P49615|CDK5_MOUSE, sp|P97377|CDK2_MOUSE, sp|Q04735|CDK16_MOUSE, sp|Q04736|YES_MOUSE, sp|Q14AX6|CDK12_MOUSE, sp|Q61851|FGFR3_MOUSE, sp|Q64261|CDK6_MOUSE, sp|Q69ZA1|CDK13_MOUSE, sp|Q99J95|CDK9_MOUSE	 	6.6	1484	163679	Cyclin-dependent kinase 12 OS=Mus musculus OX=10090 GN=Cdk12 PE=1 SV=2	18	10	0.556	6	8	4	3	6	1	3.829	6.748	1.829	3	54265.499511999995	39030.5	22728.797119000003	21670.630858999997	20061.268066999997	14101.648925000001	18526.000976	150.0	150.0	150.0	150.0	6	284217.73144500004	128311.168946	175932.730469	43598.243896	51466.686522	50293.138183999996	56438.966308999996	150.0	150.0	150.0	150.0	1	2300.1010739999997	12885.054688	5406.929199	4247.181152	1304.820679	150.0	1517.434814	150.0	150.0	150.0	150.0
1745	1	sp|Q14BV6|YDJC_MOUSE	 	 	 	 	8.4	310	33093	Carbohydrate deacetylase OS=Mus musculus OX=10090 GN=Ydjc PE=2 SV=2	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	2	10018.01123	15495.265625	6763.210693	9190.808105	8917.437744	10961.174561	6050.974121	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1746	1	sp|Q14C51|PTCD3_MOUSE	 	 	 	 	21.5	685	77795	Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Ptcd3 PE=1 SV=2	13	13	1.000	8	3	2	8	3	2	8.000	3.000	2.000	8	230776.118165	215647.52832200003	109625.28881900001	86853.35205100001	58022.45385499999	58851.989988999994	78100.51123	625.284607	150.0	150.0	150.0	3	108289.507813	106145.18847699999	111841.620117	60484.073730000004	75774.216797	60056.122559	62001.728027000005	2419.9370120000003	150.0	150.0	150.0	2	142092.666016	44077.557129	33786.564941	21428.771484	19121.551757	15426.232422000001	30460.329345999995	150.0	150.0	150.0	150.0
1747	1	sp|Q14CH7|SYAM_MOUSE	 	 	 	 	8.8	980	106782	Alanine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Aars2 PE=1 SV=1	9	9	1.000	4	3	2	4	3	2	4.000	3.000	2.000	4	115909.536133	72452.29785100001	38048.355957	31574.809569999998	18159.608276	24813.141968	28352.670653	1477.706543	150.0	150.0	150.0	3	58751.839843999995	45929.120605	39149.056639999995	20725.351683999997	19809.269042	18980.752075999997	16756.093628000002	733.426636	150.0	150.0	150.0	2	770.2167360000001	1964.000366	1927.484741	6354.168945	3217.089844	3629.019775	3697.368164	150.0	150.0	150.0	150.0
1748	1	sp|Q19LI2|A1BG_MOUSE	 	 	 	 	32.0	512	56553	Alpha-1B-glycoprotein OS=Mus musculus OX=10090 GN=A1bg PE=1 SV=1	21	21	1.000	7	14	0	7	14	0	7.000	14.000	0.000	7	1019838.398437	58400.26001	88563.71728499999	21853.465331	17777.74414	26456.65918	25374.929443999998	150.0	150.0	150.0	150.0	14	9926160.814452	197464.31640499996	731341.8242169999	63015.350342	65665.572876	53791.659423	74021.392578	150.0	3142.029541	1504.385376	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1749	1	sp|Q1HFZ0|NSUN2_MOUSE	 	 	 	 	57.5	757	85451	RNA cytosine C(5)-methyltransferase NSUN2 OS=Mus musculus OX=10090 GN=Nsun2 PE=1 SV=2	93	93	1.000	33	33	27	33	33	27	33.000	33.000	27.000	33	6351458.228273001	4527863.008787999	2508716.8295910005	2026839.9726579997	1387616.4003889998	1288791.637697	2204877.7040999997	45078.065185	80714.256043	150.0	150.0	33	2395838.229981	1375438.9428699997	1797725.3393579999	714542.4907240001	919328.5672619999	713490.108887	1029158.546874	45859.186891000005	50877.00622499999	150.0	150.0	27	3239482.7822269998	1318887.4731470002	1114216.6203619998	754045.85791	858109.52637	567529.519408	1121268.9995119995	17968.819517999997	33229.803102	150.0	150.0
1750	1	sp|Q2HXL6|EDEM3_MOUSE	 	 	 	 	9.8	931	104198	ER degradation-enhancing alpha-mannosidase-like protein 3 OS=Mus musculus OX=10090 GN=Edem3 PE=1 SV=2	11	11	1.000	6	3	2	6	3	2	6.000	3.000	2.000	6	145851.472167	136499.438965	85879.534668	81388.246093	50940.35595700001	41902.969726	72221.798828	150.0	150.0	150.0	150.0	3	55605.765136999995	48479.696288	53359.410156000005	32081.310546999997	34865.117921	27133.075683	36200.329834	912.765381	1748.6384280000002	150.0	150.0	2	31575.525391	15104.323731	16762.208984999997	10975.056885	8576.216064	6243.369384	12690.700195000001	150.0	150.0	150.0	150.0
1751	1	sp|Q2KN98|CYTSA_MOUSE	 	 	sp|P26043|RADI_MOUSE, sp|Q2KN98|CYTSA_MOUSE	 	9.7	1118	124486	Cytospin-A OS=Mus musculus OX=10090 GN=Specc1l PE=1 SV=1	15	11	0.733	5	6	4	4	5	2	4.062	5.056	2.058	4	101896.63867100001	69387.398436	42894.882325	37413.185058999996	28586.995849	26099.324951000002	35451.060058999996	1934.004517	150.0	150.0	150.0	5	167270.793946	136120.220459	116839.02123999999	63940.890747	63034.884764999995	77911.086182	68950.78247	5066.9635	2291.105469	150.0	150.0	2	27579.945312	15040.490234	10501.439453	7083.805664	9208.338867	4513.581055	11585.297852	150.0	150.0	150.0	150.0
1752	1	sp|Q2MV57|TECT2_MOUSE	 	 	 	 	3.6	700	77110	Tectonic-2 OS=Mus musculus OX=10090 GN=Tctn2 PE=1 SV=2	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1753	1	sp|Q2NL51|GSK3A_MOUSE	 	 	sp|Q2NL51|GSK3A_MOUSE, sp|Q9WV60|GSK3B_MOUSE	 	43.7	490	51660	Glycogen synthase kinase-3 alpha OS=Mus musculus OX=10090 GN=Gsk3a PE=1 SV=2	24	14	0.583	11	6	7	7	5	2	9.154	5.333	3.429	7	172356.495118	194288.31445200002	99224.357422	106708.06836	75749.708008	89946.427245	106388.100586	150.0	701.560181	150.0	150.0	5	311348.09765700006	239006.83398300002	307343.915039	137933.606444	192194.171388	180845.945801	156866.38964900002	5596.322327	5523.490723	150.0	150.0	2	74180.046875	34290.109375	25665.351562	20654.992188	31881.617188	29514.462891000003	30256.8125	150.0	1468.973267	150.0	150.0
1754	1	sp|Q2PFD7|PSD3_MOUSE	 	 	 	 	5.8	1037	114721	PH and SEC7 domain-containing protein 3 OS=Mus musculus OX=10090 GN=Psd3 PE=1 SV=2	4	4	1.000	1	3	0	1	3	0	1.000	3.000	0.000	1	9766.417969	6401.21582	4843.572265999999	3567.435547	1576.428467	2581.579346	4692.489746	150.0	150.0	150.0	150.0	3	102015.34668	85227.18506	89332.776368	51743.407227	45413.548828	47427.185975	48124.646485000005	150.0	3184.388428	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1755	1	sp|Q2PZL6|FAT4_MOUSE	 	 	 	 	4.9	4981	540309	Protocadherin Fat 4 OS=Mus musculus OX=10090 GN=Fat4 PE=1 SV=2	24	24	1.000	11	7	6	11	7	6	11.000	7.000	6.000	11	556209.165037	500250.475587	224785.11853100001	207401.217957	135165.89514100002	161280.30590799998	284017.462158	9107.523438	9612.862305	150.0	150.0	7	84193.615234	103457.408692	137654.399171	226226.786499	187504.030761	207772.24511800002	311191.586304	11278.31195	13310.303222999999	150.0	150.0	6	96545.645997	47063.469483	41148.607666	24275.106202	26364.507324	19177.061768	26117.89502	150.0	150.0	150.0	150.0
1756	1	sp|Q2TBE6|P4K2A_MOUSE	 	 	 	 	27.6	479	54257	Phosphatidylinositol 4-kinase type 2-alpha OS=Mus musculus OX=10090 GN=Pi4k2a PE=1 SV=1	16	16	1.000	6	5	5	6	5	5	6.000	5.000	5.000	6	240771.41992200003	266849.147948	147770.415528	139550.708496	109500.771973	106562.185059	127208.678467	3982.1149910000004	3500.1689450000003	150.0	150.0	5	106133.80908099998	76318.645385	126310.509277	57857.61303700001	86342.54125899999	54493.88562	60407.97485299999	1911.5799559999998	2120.484375	150.0	150.0	5	110074.038575	119486.46484400002	108863.488036	123537.84155300002	106571.60497999999	76871.249878	110990.204956	150.0	150.0	150.0	150.0
1757	1	sp|Q2TPA8|HSDL2_MOUSE	 	 	 	 	26.5	490	54208	Hydroxysteroid dehydrogenase-like protein 2 OS=Mus musculus OX=10090 GN=Hsdl2 PE=1 SV=1	31	31	1.000	9	12	10	9	12	10	9.000	12.000	10.000	9	840187.868164	840908.9624030001	490833.25292900007	512286.335451	406731.79956099996	420040.37011799996	471567.133301	14305.412108999999	15140.120117	150.0	150.0	12	178642.435668	108925.43176300002	246477.317383	80221.455566	143586.13672	115463.501099	129129.925172	150.0	2123.954346	150.0	150.0	10	32878.962889999995	28873.504639	23549.822998	19857.55243	24507.323852	18922.492919999997	24495.074584	150.0	150.0	150.0	150.0
1758	1	sp|Q2YDW2|MSTO1_MOUSE	 	 	 	 	36.3	556	61230	Protein misato homolog 1 OS=Mus musculus OX=10090 GN=Msto1 PE=1 SV=1	36	36	1.000	20	8	8	20	8	8	20.000	8.000	8.000	20	1603162.749022	1314107.8715819998	976320.4541030001	807737.37622	634481.8749989999	576278.476317	910162.7016599999	14372.465210999999	32451.010009999998	150.0	150.0	8	756480.1074219999	632857.427856	721527.561768	413717.87182699994	428428.456787	321929.765627	612743.940185	15804.659057	22625.241334	150.0	150.0	8	314302.764405	175180.337891	151455.243165	113291.10449299999	130994.76318400001	100142.656495	163956.04003799998	150.0	3625.639648	150.0	150.0
1759	1	sp|Q31125|S39A7_MOUSE	 	 	 	 	7.8	476	50656	Zinc transporter SLC39A7 OS=Mus musculus OX=10090 GN=Slc39a7 PE=1 SV=2	20	20	1.000	3	7	10	3	7	10	3.000	7.000	10.000	3	126567.99414	206426.578125	59778.441406000005	61433.744141	39718.611328	29527.192383	64824.175782000006	150.0	4459.885193	150.0	150.0	7	141937.23095599998	77740.127564	197370.497558	73874.15991100001	92420.793455	64199.974731	102143.622559	5446.53711	1869.6561889999998	150.0	150.0	10	96905.436523	51465.496338000004	23388.35376	14032.54834	26002.710937999997	15236.534424	40994.953613	150.0	817.692017	150.0	150.0
1760	1	sp|Q32Q92|ACOT6_MOUSE	 	 	sp|O55137|ACOT1_MOUSE, sp|Q32Q92|ACOT6_MOUSE, sp|Q9QYR9|ACOT2_MOUSE	 	13.8	419	46768	Acyl-coenzyme A thioesterase 6 OS=Mus musculus OX=10090 GN=Acot6 PE=1 SV=1	11	2	0.182	5	4	2	2	0	0	3.200	0.500	0.000	2	30642.512694999998	43184.741211	35574.330078	41355.152344	46149.027344	42104.720703	40628.908203	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1761	1	sp|Q3B7Z2|OSBP1_MOUSE	 	 	sp|Q3B7Z2|OSBP1_MOUSE, sp|Q5QNQ6|OSBP2_MOUSE	 	29.7	805	88796	Oxysterol-binding protein 1 OS=Mus musculus OX=10090 GN=Osbp PE=1 SV=3	71	68	0.958	24	22	25	22	21	25	23.333	21.724	25.000	22	2435624.7844249997	3193227.899901	2111219.753662	2155679.0675040004	1698512.551147	1684395.0928930002	2228303.0107420003	78406.67254600002	88404.831911	150.0	150.0	21	1156634.450928	995170.7141099998	1955685.8239749998	946803.5124479999	1147478.021365	938451.1013180001	1269916.932372	47183.20385699999	58694.225341000005	3291.7294920000004	150.0	25	1271553.433352	886674.830077	699602.603761	587025.8812860001	828291.155639	687129.98883	945839.983398	29641.70935	33231.237913	150.0	150.0
1762	1	sp|Q3KNK3|NB5R2_MOUSE	 	 	 	 	25.4	276	31360	NADH-cytochrome b5 reductase 2 OS=Mus musculus OX=10090 GN=Cyb5r2 PE=2 SV=2	9	9	1.000	5	3	1	5	3	1	5.000	3.000	1.000	5	195186.281249	285475.979492	245148.003906	258162.868653	219314.02538999997	222394.34912099998	331119.06005800003	11090.587768000001	10429.207763999999	150.0	150.0	3	131957.535156	125956.816406	285998.785156	241719.023438	250098.554688	186531.503906	335212.300781	9285.943115	19332.517334	150.0	150.0	1	39366.90625	57665.554688	64481.835938	54908.640625	63616.226562	50458.628906	83330.820312	2997.959473	3140.024902	150.0	150.0
1763	1	sp|Q3KNM2|MARH5_MOUSE	 	 	 	 	15.1	278	31231	E3 ubiquitin-protein ligase MARCHF5 OS=Mus musculus OX=10090 GN=Marchf5 PE=1 SV=1	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000	1	146154.03125	170095.609375	78351.289062	86461.375	49088.382812	48318.375	85668.703125	3789.139648	150.0	150.0	150.0	1	99252.453125	57835.046875	118777.35156199998	50115.464844	67392.390625	52043.617188	62621.132812	3661.7705079999996	4201.02832	150.0	150.0	2	239534.570313	161988.523437	131161.101562	126099.23437399999	114017.199219	88501.783204	130859.097656	2802.074951	150.0	150.0	150.0
1764	1	sp|Q3SXD3|HDDC2_MOUSE	 	 	 	 	34.7	199	22753	5'-deoxynucleotidase HDDC2 OS=Mus musculus OX=10090 GN=Hddc2 PE=1 SV=1	10	10	1.000	5	3	2	5	3	2	5.000	3.000	2.000	5	471715.082031	269958.09667999996	198383.118165	141676.242189	102067.165039	93499.26806599999	105099.36084100002	2716.7884520000002	2574.54126	150.0	150.0	3	155803.517579	113040.857422	107945.48339800001	42846.848143999996	66831.06152399999	61916.767089	53395.549316	1159.554199	1730.488403	150.0	150.0	2	76438.672852	74730.411132	67049.10400400001	61288.374512	37261.44287100001	30066.51123	37337.683592999994	753.444092	2094.92334	150.0	150.0
